"","state","year","hazard","cropdmg","cropdmg_adj","cropdmgpercapita","propertydmg","propertydmg_adj","propertydmgpercapita","duration_days"
"1267","COLORADO",2023,"Wind",10,10,0.00101,107560,107560,13.87717,1
"1268","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2000,"Hurricane/Tropical Storm",70000,122382.16123,14569.86534,150000,262247.48835,4.20322,4
"1269","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2001,"Coastal",0,0,0,40000,67997.76771,21.20292,1
"1270","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2001,"Hurricane/Tropical Storm",550000,934969.30604,14413.48825,1550000,2634913.49885,29078.82176,9
"1271","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2003,"Coastal",0,0,0,0,0,0,1
"1272","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2003,"Flooding",75000,122714.72151,40.15534,2e+05,327239.25736,107.08091,2
"1273","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2003,"Hurricane/Tropical Storm",520000,850822.06913,278.41036,19275000,31537683.42782,10319.92259,5
"1274","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2003,"Lightning",0,0,0,12000,19634.35544,6.42485,1
"1275","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2003,"Severe Storm/Thunder Storm",0,0,0,82500,134986.19366,30.47284,2
"1276","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2003,"Wind",0,0,0,62500,102262.26792,29.90999,2
"1277","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2005,"Hurricane/Tropical Storm",7e+05,1079068.51818,269767.12955,1800000,2774747.61818,693686.90455,1
"1278","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2006,"Coastal",0,0,0,0,0,0,1
"1279","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2006,"Hurricane/Tropical Storm",5000,7466.76877,2.63937,103000,153815.43669,1546.14109,2
"1280","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2007,"Hurricane/Tropical Storm",0,0,0,10000,14519.97746,4839.99249,1
"1281","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2008,"Coastal",0,0,0,0,0,0,1
"1282","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2008,"Flooding",850000,1188562.62641,435.0763,1150000,1608055.31808,521.73285,7
"1283","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2018,"Hurricane/Tropical Storm",6e+06,7193589.58657,1227.07661,502500000,602463127.87553,13482.58254,2
"1284","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2023,"Coastal",0,0,0,0,0,0,3
"1285","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2023,"Flooding",0,0,0,3000,3000,1.46771,1
"1286","COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS",2023,"Wind",0,0,0,3500000,3500000,1712.32877,4
"1287","CONNECTICUT",2000,"Flooding",0,0,0,6135000,10725922.27353,13.15314,2
"1288","CONNECTICUT",2000,"Hail",0,0,0,1000,1748.31659,0.00957,1
"1289","CONNECTICUT",2000,"Lightning",0,0,0,65000,113640.57829,0.12879,1
"1290","CONNECTICUT",2000,"Severe Storm/Thunder Storm",0,0,0,154500,270114.913,1.47904,1
"1291","CONNECTICUT",2000,"Tornado",0,0,0,5000,8741.58295,0.06387,1
"1292","CONNECTICUT",2000,"Wind",0,0,0,289500,506137.65252,2.77141,1
"1293","CONNECTICUT",2000,"Winter Weather",0,0,0,81000,141613.64371,0.77542,2
"1294","CONNECTICUT",2001,"Flooding",0,0,0,224000,380787.49919,2.06964,1
"1295","CONNECTICUT",2001,"Lightning",0,0,0,30000,50998.32578,0.05922,1
"1296","CONNECTICUT",2001,"Severe Storm/Thunder Storm",0,0,0,56500,96046.84689,0.52203,1
"1297","CONNECTICUT",2001,"Tornado",0,0,0,495000,841472.37544,4.42823,1
"1298","CONNECTICUT",2001,"Wind",0,0,0,64500,109646.40044,0.59595,1
"1299","CONNECTICUT",2001,"Winter Weather",0,0,0,7e+06,11899609.34966,13.81775,2
"1300","CONNECTICUT",2002,"Coastal",0,0,0,0,0,0,1
"1301","CONNECTICUT",2002,"Hail",30000,50204.57753,0.27042,14000,23428.80285,0.09788,1
"1302","CONNECTICUT",2002,"Heat",0,0,0,0,0,0,3
"1303","CONNECTICUT",2002,"Lightning",0,0,0,12000,20081.83101,0.06748,1
"1304","CONNECTICUT",2002,"Severe Storm/Thunder Storm",0,0,0,71000,118817.50016,0.50157,1
"1305","CONNECTICUT",2002,"Tornado",0,0,0,50000,83674.29589,0.4507,1
"1306","CONNECTICUT",2002,"Wind",0,0,0,116000,194124.36646,0.73024,1
"1307","CONNECTICUT",2002,"Winter Weather",0,0,0,2615000,4376165.67497,10.6961,2
"1308","CONNECTICUT",2003,"Flooding",0,0,0,70000,114533.74008,0.30378,1
"1309","CONNECTICUT",2003,"Lightning",0,0,0,15000,24542.9443,0.02826,1
"1310","CONNECTICUT",2003,"Severe Storm/Thunder Storm",0,0,0,15500,25361.04245,0.06433,1
"1311","CONNECTICUT",2003,"Wind",0,0,0,340500,557124.83565,2.01355,2
"1312","CONNECTICUT",2003,"Winter Weather",0,0,0,150000,245429.44302,1.38847,1
"1313","CONNECTICUT",2004,"Lightning",0,0,0,1000,1593.75393,0.00849,1
"1314","CONNECTICUT",2004,"Severe Storm/Thunder Storm",0,0,0,17500,27890.69371,0.10798,1
"1315","CONNECTICUT",2004,"Wind",0,0,0,87500,139453.46856,0.54028,1
"1316","CONNECTICUT",2005,"Flooding",0,0,0,6025000,9287696.88864,28.14408,1
"1317","CONNECTICUT",2005,"Hail",0,0,0,5000,7707.63227,0.00886,1
"1318","CONNECTICUT",2005,"Lightning",0,0,0,45000,69368.69045,0.211,1
"1319","CONNECTICUT",2005,"Severe Storm/Thunder Storm",0,0,0,121000,186524.701,0.6018,1
"1320","CONNECTICUT",2005,"Wind",0,0,0,254000,391547.71945,1.84971,1
"1321","CONNECTICUT",2005,"Winter Weather",0,0,0,150000,231228.96818,1.28396,1
"1322","CONNECTICUT",2006,"Flooding",0,0,0,22000,32853.78259,0.05996,1
"1323","CONNECTICUT",2006,"Lightning",0,0,0,50000,74667.68771,0.08565,1
"1324","CONNECTICUT",2006,"Severe Storm/Thunder Storm",0,0,0,163750,244536.67726,1.25549,1
"1325","CONNECTICUT",2006,"Tornado",0,0,0,2e+06,2986707.5085,3.36142,1
"1326","CONNECTICUT",2006,"Wind",0,0,0,476750,711956.40234,3.72141,1
"1327","CONNECTICUT",2006,"Winter Weather",0,0,0,55000,82134.45648,0.47143,1
"1328","CONNECTICUT",2007,"Flooding",0,0,0,2800000,4065593.68802,9.12765,4
"1329","CONNECTICUT",2007,"Lightning",0,0,0,0,0,0,1
"1330","CONNECTICUT",2007,"Severe Storm/Thunder Storm",0,0,0,500,725.99887,0.00622,1
"1331","CONNECTICUT",2007,"Wind",0,0,0,5500,7985.9876,0.05521,1
"1332","CONNECTICUT",2007,"Winter Weather",0,0,0,6000,8711.98647,0.00997,1
"1333","CONNECTICUT",2008,"Flooding",0,0,0,752000,1051528.34713,1.93832,2
"1334","CONNECTICUT",2008,"Hail",0,0,0,500,699.15449,0.00263,1
"1335","CONNECTICUT",2008,"Hurricane/Tropical Storm",0,0,0,32000,44745.88711,0.13564,2
"1336","CONNECTICUT",2008,"Lightning",0,0,0,154500,216038.73621,0.44324,1
"1337","CONNECTICUT",2008,"Severe Storm/Thunder Storm",0,0,0,354250,495350.95342,1.69019,1
"1338","CONNECTICUT",2008,"Wind",0,0,0,317450,443893.18324,1.23883,1
"1339","CONNECTICUT",2008,"Winter Weather",0,0,0,73000,102076.55497,0.47495,1
"1340","CONNECTICUT",2009,"Flooding",0,0,0,130000,182429.20877,0.88415,1
"1341","CONNECTICUT",2009,"Hail",0,0,0,50000,70165.0803,0.07975,1
"1342","CONNECTICUT",2009,"Lightning",0,0,0,129000,181025.90716,0.32406,1
"1343","CONNECTICUT",2009,"Severe Storm/Thunder Storm",0,0,0,775750,1088611.22078,1.73234,1
"1344","CONNECTICUT",2009,"Tornado",0,0,0,770000,1080542.23654,1.22834,1
"1345","CONNECTICUT",2009,"Wind",0,0,0,786750,1104047.53844,1.80087,1
"1346","CONNECTICUT",2009,"Winter Weather",0,0,0,35000,49115.55621,0.09448,2
"1347","CONNECTICUT",2010,"Flooding",0,0,0,10990000,15173398.95554,41.90637,3
"1348","CONNECTICUT",2010,"Lightning",0,0,0,232500,321002.2982,1.92413,1
"1349","CONNECTICUT",2010,"Severe Storm/Thunder Storm",0,0,0,2327800,3213888.81608,4.7817,1
"1350","CONNECTICUT",2010,"Tornado",0,0,0,3784000,5224398.69406,5.81535,1
"1351","CONNECTICUT",2010,"Wind",0,0,0,5589300,7716895.24861,11.40223,2
"1352","CONNECTICUT",2010,"Winter Weather",0,0,0,50000,69032.7523,0.07711,2
"1353","CONNECTICUT",2011,"Flooding",0,0,0,9518000,12738965.63424,15.90264,4
"1354","CONNECTICUT",2011,"Hail",0,0,0,5000,6692.0391,0.00721,1
"1355","CONNECTICUT",2011,"Hurricane/Tropical Storm",0,0,0,1.2e+08,160608938.44386,862.07535,1
"1356","CONNECTICUT",2011,"Landslide",0,0,0,99,132.50237,0.00015,1
"1357","CONNECTICUT",2011,"Lightning",0,0,0,69000,92350.13961,0.4315,1
"1358","CONNECTICUT",2011,"Severe Storm/Thunder Storm",0,0,0,327875,438830.4641,1.20293,1
"1359","CONNECTICUT",2011,"Wind",0,0,0,390875,523150.15679,1.47149,1
"1360","CONNECTICUT",2011,"Winter Weather",0,0,0,18473000,24724407.66561,60.61389,3
"1361","CONNECTICUT",2012,"Flooding",0,0,0,35000,45894.50982,0.23033,1
"1362","CONNECTICUT",2012,"Hail",0,0,0,5000,6556.35855,0.00758,1
"1363","CONNECTICUT",2012,"Lightning",0,0,0,21000,27536.70589,0.10177,1
"1364","CONNECTICUT",2012,"Severe Storm/Thunder Storm",0,0,0,320250,419934.76481,1.40419,1
"1365","CONNECTICUT",2012,"Wind",0,0,0,6639250,8705860.69407,25.51282,2
"1366","CONNECTICUT",2013,"Flooding",0,0,0,53000,68494.12612,0.21968,1
"1367","CONNECTICUT",2013,"Lightning",0,0,0,8000,10338.73602,0.03035,1
"1368","CONNECTICUT",2013,"Severe Storm/Thunder Storm",0,0,0,140750,181897.13683,0.79729,1
"1369","CONNECTICUT",2013,"Tornado",0,0,0,5075000,6558635.6618,7.65959,1
"1370","CONNECTICUT",2013,"Wind",0,0,0,480750,621293.41762,1.93441,1
"1371","CONNECTICUT",2014,"Hail",0,0,0,0,0,0,1
"1372","CONNECTICUT",2014,"Lightning",0,0,0,57000,72487.60923,0.08027,1
"1373","CONNECTICUT",2014,"Severe Storm/Thunder Storm",0,0,0,121000,153877.20556,0.6465,1
"1374","CONNECTICUT",2014,"Tornado",0,0,0,25000,31792.81107,0.03684,1
"1375","CONNECTICUT",2014,"Wind",0,0,0,311000,395502.56967,1.18606,2
"1376","CONNECTICUT",2015,"Lightning",0,0,0,1105000,1403576.23342,7.62262,1
"1377","CONNECTICUT",2015,"Severe Storm/Thunder Storm",0,0,0,128000,162586.20622,0.32257,1
"1378","CONNECTICUT",2015,"Wind",0,0,0,268000,340414.86928,0.88922,2
"1379","CONNECTICUT",2015,"Winter Weather",0,0,0,0,0,0,1
"1380","CONNECTICUT",2016,"Flooding",0,0,0,105000,129356.69311,1.11464,1
"1381","CONNECTICUT",2016,"Lightning",0,0,0,93000,114573.07104,0.53461,1
"1382","CONNECTICUT",2016,"Severe Storm/Thunder Storm",0,0,0,428375,527744.50869,2.21718,1
"1383","CONNECTICUT",2016,"Tornado",0,0,0,15000,18479.52759,0.02154,1
"1384","CONNECTICUT",2016,"Wind",0,0,0,1057675,1303022.28943,4.0512,2
"1385","CONNECTICUT",2016,"Winter Weather",0,0,0,50000,61598.42529,0.53078,1
"1386","CONNECTICUT",2017,"Flooding",2000,2413.95587,0.01328,16000,19311.64698,0.05337,1
"1387","CONNECTICUT",2017,"Lightning",0,0,0,46000,55520.98505,0.30533,1
"1388","CONNECTICUT",2017,"Severe Storm/Thunder Storm",0,0,0,49625,59896.28007,0.13688,1
"1389","CONNECTICUT",2017,"Wind",4000,4827.91174,0.02657,1333125,1609052.46089,3.1148,2
"1390","CONNECTICUT",2018,"Flooding",0,0,0,140000,167850.42369,1.30076,2
"1391","CONNECTICUT",2018,"Hail",0,0,0,70000,83925.21184,0.09401,1
"1392","CONNECTICUT",2018,"Lightning",0,0,0,18000,21580.76876,0.02287,1
"1393","CONNECTICUT",2018,"Severe Storm/Thunder Storm",0,0,0,3149250,3775735.33425,5.49394,1
"1394","CONNECTICUT",2018,"Tornado",0,0,0,333000,399244.22205,0.89899,1
"1395","CONNECTICUT",2018,"Wind",0,0,0,4027350,4828517.17025,7.90937,2
"1396","CONNECTICUT",2018,"Winter Weather",0,0,0,207000,248178.84074,0.98865,2
"1397","CONNECTICUT",2019,"Flooding",0,0,0,46000,53438.26313,0.12861,4
"1398","CONNECTICUT",2019,"Lightning",0,0,0,17000,19748.92333,0.07311,1
"1399","CONNECTICUT",2019,"Severe Storm/Thunder Storm",0,0,0,61250,71154.20906,0.12211,1
"1400","CONNECTICUT",2019,"Tornado",0,0,0,25000,29042.53431,0.19269,1
"1401","CONNECTICUT",2019,"Wind",0,0,0,650750,755977.1681,1.65761,2
"1402","CONNECTICUT",2019,"Winter Weather",0,0,0,3000,3485.10412,0.01419,2
"1403","CONNECTICUT",2020,"Flooding",0,0,NA,60000,68913.59598,NA,1
"1404","CONNECTICUT",2020,"Hurricane/Tropical Storm",0,0,NA,54332000,62403558.28288,NA,1
"1405","CONNECTICUT",2020,"Lightning",0,0,NA,7500,8614.1995,NA,1
"1406","CONNECTICUT",2020,"Severe Storm/Thunder Storm",500,574.27997,NA,145850,167517.46624,NA,1
"1407","CONNECTICUT",2020,"Tornado",0,0,NA,515000,591508.36552,NA,1
"1408","CONNECTICUT",2020,"Wind",500,574.27997,NA,1337950,1536715.76243,NA,1
"1409","CONNECTICUT",2020,"Winter Weather",0,0,NA,700,803.99195,NA,1
"1410","CONNECTICUT",2021,"Flooding",0,0,NA,7050510,8063632.34939,NA,1
"1411","CONNECTICUT",2021,"Hurricane/Tropical Storm",0,0,NA,5800,6633.43044,NA,1
"1412","CONNECTICUT",2021,"Severe Storm/Thunder Storm",0,0,NA,121450,138901.74595,NA,1
"1413","CONNECTICUT",2021,"Tornado",5000,5718.47451,NA,390500,446612.85956,NA,1
"1414","CONNECTICUT",2021,"Wind",3000,3431.08471,NA,144550,165321.0982,NA,2
"1415","CONNECTICUT",2022,"Lightning",0,0,NA,7000,7448.71029,NA,1
"1416","CONNECTICUT",2022,"Severe Storm/Thunder Storm",0,0,NA,83550,88905.67777,NA,1
"1417","CONNECTICUT",2022,"Wind",0,0,NA,94950,101036.43453,NA,2
"1418","CONNECTICUT",2023,"Flooding",0,0,NA,1820000,1820000,NA,4
"1419","CONNECTICUT",2023,"Lightning",0,0,NA,7000,7000,NA,1
"1420","CONNECTICUT",2023,"Severe Storm/Thunder Storm",0,0,NA,87300,87300,NA,1
"1421","CONNECTICUT",2023,"Tornado",0,0,NA,36000,36000,NA,1
"1422","CONNECTICUT",2023,"Wind",2000,2000,NA,87300,87300,NA,1
"1423","CONNECTICUT",2023,"Winter Weather",0,0,NA,3000,3000,NA,2
"1424","DELAWARE",2000,"Lightning",0,0,0,116000,202804.72432,0.52606,1
"1425","DELAWARE",2000,"Wind",0,0,0,50000,87415.82945,0.55541,1
"1426","DELAWARE",2000,"Winter Weather",0,0,0,0,0,0,2
"1427","DELAWARE",2001,"Coastal",0,0,0,0,0,0,5
"1428","DELAWARE",2001,"Flooding",0,0,0,1100000,1869938.61209,11.66998,2
"1429","DELAWARE",2001,"Lightning",0,0,0,528000,897570.5338,5.57985,1
"1430","DELAWARE",2002,"Coastal",0,0,0,0,0,0,1
"1431","DELAWARE",2002,"Hail",0,0,0,1e+05,167348.59178,1.27454,1
"1432","DELAWARE",2002,"Lightning",0,0,0,315000,527148.0641,2.87314,1
"1433","DELAWARE",2002,"Severe Storm/Thunder Storm",0,0,0,50000,83674.29589,0.51109,1
"1434","DELAWARE",2002,"Wind",0,0,0,50000,83674.29589,0.51109,1
"1435","DELAWARE",2003,"Flooding",0,0,0,17100000,27978956.50406,61.11148,2
"1436","DELAWARE",2003,"Hurricane/Tropical Storm",0,0,0,17750000,29042484.09047,193.83183,2
"1437","DELAWARE",2003,"Lightning",0,0,0,1210000,1979797.50701,10.90473,1
"1438","DELAWARE",2003,"Wind",0,0,0,10123200,16563542.2504,33.60544,2
"1439","DELAWARE",2003,"Winter Weather",0,0,0,4400000,7199263.66186,37.54959,2
"1440","DELAWARE",2004,"Coastal",0,0,0,0,0,0,2
"1441","DELAWARE",2004,"Flooding",0,0,0,625000,996096.20398,7.19816,2
"1442","DELAWARE",2004,"Lightning",0,0,0,652000,1039127.55999,2.86909,1
"1443","DELAWARE",2004,"Severe Storm/Thunder Storm",0,0,0,37500,59765.77224,0.11563,1
"1444","DELAWARE",2004,"Tornado",0,0,0,1e+06,1593753.92636,3.08337,1
"1445","DELAWARE",2004,"Wind",0,0,0,154500,246234.98162,0.78847,2
"1446","DELAWARE",2005,"Coastal",0,0,0,0,0,0,2
"1447","DELAWARE",2005,"Lightning",0,0,0,208000,320637.50255,1.54019,1
"1448","DELAWARE",2005,"Wind",0,0,0,85000,131029.74864,0.73279,1
"1449","DELAWARE",2006,"Coastal",0,0,0,1e+05,149335.37542,0.82731,5
"1450","DELAWARE",2006,"Flooding",0,0,0,1e+06,1493353.75425,8.27306,1
"1451","DELAWARE",2006,"Heat",0,0,0,0,0,0,3
"1452","DELAWARE",2006,"Lightning",0,0,0,203000,303150.81211,1.13686,1
"1453","DELAWARE",2006,"Severe Storm/Thunder Storm",0,0,0,3000,4480.06126,0.00854,1
"1454","DELAWARE",2006,"Wildfire",0,0,0,5000,7466.76877,0.04137,1
"1455","DELAWARE",2006,"Wind",0,0,0,980000,1463486.67916,7.82347,2
"1456","DELAWARE",2007,"Lightning",0,0,0,1006000,1460709.7322,6.87044,1
"1457","DELAWARE",2007,"Wind",0,0,0,72000,104543.83769,0.41214,2
"1458","DELAWARE",2007,"Winter Weather",0,0,0,0,0,0,2
"1459","DELAWARE",2008,"Coastal",0,0,0,0,0,0,6
"1460","DELAWARE",2008,"Lightning",0,0,0,545000,762078.38987,1.52843,1
"1461","DELAWARE",2008,"Severe Storm/Thunder Storm",0,0,0,227500,318115.29118,1.4403,1
"1462","DELAWARE",2008,"Wind",0,0,0,684000,956443.33701,4.59057,2
"1463","DELAWARE",2008,"Winter Weather",0,0,0,0,0,0,1
"1464","DELAWARE",2009,"Coastal",0,0,0,0,0,0,4
"1465","DELAWARE",2009,"Flooding",0,0,0,4.5e+07,63148572.26554,327.62415,3
"1466","DELAWARE",2009,"Hail",3e+05,420990.48177,2.18416,0,0,0,1
"1467","DELAWARE",2009,"Lightning",0,0,0,429500,602718.03973,2.49542,1
"1468","DELAWARE",2009,"Severe Storm/Thunder Storm",1e+05,140330.16059,0.80884,525000,736733.3431,2.23795,1
"1469","DELAWARE",2009,"Wind",1e+05,140330.16059,0.80884,979000,1373832.27218,5.41003,2
"1470","DELAWARE",2009,"Winter Weather",0,0,0,1e+05,140330.16059,0.57605,2
"1471","DELAWARE",2010,"Flooding",0,0,0,655000,904329.05513,1.67857,1
"1472","DELAWARE",2010,"Lightning",0,0,0,5000,6903.27523,0.03488,1
"1473","DELAWARE",2010,"Severe Storm/Thunder Storm",0,0,0,23000,31755.06606,0.0907,1
"1474","DELAWARE",2010,"Wind",0,0,0,161000,222285.46241,0.91197,2
"1475","DELAWARE",2010,"Winter Weather",0,0,0,8800000,12149764.4048,50.84634,3
"1476","DELAWARE",2011,"Flooding",0,0,0,1e+05,133840.78204,0.247,2
"1477","DELAWARE",2011,"Heat",0,0,0,0,0,0,2
"1478","DELAWARE",2011,"Lightning",0,0,0,363000,485842.03879,2.66814,1
"1479","DELAWARE",2011,"Severe Storm/Thunder Storm",500,669.20391,0.00334,232500,311179.81823,0.66561,1
"1480","DELAWARE",2011,"Wind",500,669.20391,0.00334,669500,896064.03573,2.71125,3
"1481","DELAWARE",2012,"Flooding",0,0,0,5100000,6687485.71597,24.58438,2
"1482","DELAWARE",2012,"Lightning",0,0,0,435000,570403.19342,2.70804,1
"1483","DELAWARE",2012,"Severe Storm/Thunder Storm",0,0,0,319000,418295.67518,1.66861,2
"1484","DELAWARE",2012,"Tornado",0,0,0,1e+05,131127.1709,0.78384,1
"1485","DELAWARE",2012,"Wind",0,0,0,1471000,1928880.68396,7.1633,2
"1486","DELAWARE",2013,"Flooding",0,0,0,150000,193851.30035,0.97447,2
"1487","DELAWARE",2013,"Heat",0,0,0,0,0,0,6
"1488","DELAWARE",2013,"Severe Storm/Thunder Storm",0,0,0,55000,71078.81013,0.12962,1
"1489","DELAWARE",2013,"Wind",0,0,0,205000,264930.11048,0.94068,2
"1490","DELAWARE",2014,"Coastal",0,0,0,0,0,0,1
"1491","DELAWARE",2014,"Heat",0,0,0,0,0,0,2
"1492","DELAWARE",2014,"Lightning",0,0,0,10000,12717.12443,0.02309,1
"1493","DELAWARE",2014,"Severe Storm/Thunder Storm",0,0,0,71000,90291.58343,0.29673,1
"1494","DELAWARE",2014,"Tornado",0,0,0,150000,190756.8664,1.11256,1
"1495","DELAWARE",2014,"Wind",0,0,0,184000,233995.08945,0.85577,2
"1496","DELAWARE",2015,"Coastal",0,0,0,0,0,0,1
"1497","DELAWARE",2015,"Flooding",0,0,0,12000,15242.45683,0.07244,2
"1498","DELAWARE",2015,"Lightning",0,0,0,35000,44457.16576,0.09842,1
"1499","DELAWARE",2015,"Severe Storm/Thunder Storm",0,0,0,70000,88914.33153,0.16059,1
"1500","DELAWARE",2015,"Tornado",0,0,0,2e+05,254040.94723,0.45884,1
"1501","DELAWARE",2015,"Wind",0,0,0,228500,290241.7822,1.02018,3
"1502","DELAWARE",2016,"Coastal",0,0,0,0,0,0,1
"1503","DELAWARE",2016,"Heat",0,0,0,0,0,0,1
"1504","DELAWARE",2016,"Lightning",0,0,0,24030,29604.2032,0.0533,1
"1505","DELAWARE",2016,"Severe Storm/Thunder Storm",0,0,0,3000,3695.90552,0.01515,1
"1506","DELAWARE",2016,"Wind",0,0,0,8000,9855.74805,0.02625,1
"1507","DELAWARE",2016,"Winter Weather",0,0,0,0,0,0,1
"1508","DELAWARE",2017,"Coastal",0,0,0,0,0,0,1
"1509","DELAWARE",2017,"Lightning",0,0,0,10,12.06978,5e-05,1
"1510","DELAWARE",2017,"Severe Storm/Thunder Storm",0,0,0,0,0,0,1
"1511","DELAWARE",2017,"Wind",0,0,0,50,60.3489,0.00016,1
"1512","DELAWARE",2019,"Lightning",0,0,0,0,0,0,1
"1513","DELAWARE",2019,"Severe Storm/Thunder Storm",0,0,0,0,0,0,1
"1514","DELAWARE",2019,"Tornado",0,0,0,0,0,0,1
"1515","DELAWARE",2019,"Wind",0,0,0,0,0,0,1
"1516","DELAWARE",2021,"Flooding",0,0,0,3600000,4117301.65021,7.19771,1
"1517","DELAWARE",2021,"Lightning",0,0,0,0,0,0,1
"1518","DELAWARE",2021,"Wind",0,0,0,0,0,0,1
"1519","DELAWARE",2022,"Lightning",0,0,0,1000,1064.10147,0.00415,1
"1520","DELAWARE",2022,"Severe Storm/Thunder Storm",0,0,0,0,0,0,1
"1521","DELAWARE",2022,"Wind",0,0,0,0,0,0,1
"1522","DELAWARE",2023,"Coastal",0,0,0,0,0,0,1
"1523","DELAWARE",2023,"Lightning",0,0,0,10000,10000,0.01728,1
"1524","DELAWARE",2023,"Severe Storm/Thunder Storm",0,0,0,10000,10000,0.01728,1
"1525","DELAWARE",2023,"Tornado",0,0,0,0,0,0,1
"1526","DELAWARE",2023,"Wind",0,0,0,10000,10000,0.01728,1
"1527","DISTRICT OF COLUMBIA",2000,"Heat",0,0,0,0,0,0,4
"1528","DISTRICT OF COLUMBIA",2000,"Severe Storm/Thunder Storm",0,0,0,511250,893826.85613,1.56333,1
"1529","DISTRICT OF COLUMBIA",2000,"Wind",0,0,0,531250,928793.18791,1.62449,1
"1530","DISTRICT OF COLUMBIA",2001,"Flooding",0,0,0,6e+06,10199665.15685,17.6452,1
"1531","DISTRICT OF COLUMBIA",2001,"Severe Storm/Thunder Storm",0,0,0,3500,5949.80467,0.01029,1
"1532","DISTRICT OF COLUMBIA",2001,"Tornado",0,0,0,2000,3399.88839,0.00588,1
"1533","DISTRICT OF COLUMBIA",2001,"Wind",0,0,0,43500,73947.57239,0.12793,1
"1534","DISTRICT OF COLUMBIA",2002,"Severe Storm/Thunder Storm",0,0,0,293750,491586.48835,0.84817,1
"1535","DISTRICT OF COLUMBIA",2002,"Wind",0,0,0,293750,491586.48835,0.84817,1
"1536","DISTRICT OF COLUMBIA",2002,"Winter Weather",0,0,0,0,0,0,1
"1537","DISTRICT OF COLUMBIA",2003,"Hurricane/Tropical Storm",0,0,0,1.25e+08,204524535.84837,353.98525,2
"1538","DISTRICT OF COLUMBIA",2003,"Severe Storm/Thunder Storm",0,0,0,316500,517856.12477,0.89629,1
"1539","DISTRICT OF COLUMBIA",2003,"Wind",0,0,0,326650,534463.51708,0.92503,1
"1540","DISTRICT OF COLUMBIA",2004,"Severe Storm/Thunder Storm",0,0,0,500,796.87696,0.00137,1
"1541","DISTRICT OF COLUMBIA",2004,"Wind",0,0,0,500,796.87696,0.00137,1
"1542","DISTRICT OF COLUMBIA",2005,"Wind",0,0,0,50000,77076.32273,0.13242,1
"1543","DISTRICT OF COLUMBIA",2006,"Flooding",0,0,0,1e+07,14933537.54249,25.57209,3
"1544","DISTRICT OF COLUMBIA",2006,"Heat",0,0,0,0,0,0,3
"1545","DISTRICT OF COLUMBIA",2006,"Severe Storm/Thunder Storm",0,0,0,113500,169495.65111,0.29024,1
"1546","DISTRICT OF COLUMBIA",2006,"Wind",0,0,0,413500,617501.77738,1.05741,1
"1547","DISTRICT OF COLUMBIA",2006,"Winter Weather",0,0,0,25000,37333.84386,0.06393,1
"1548","DISTRICT OF COLUMBIA",2007,"Severe Storm/Thunder Storm",0,0,0,3500,5081.99211,0.00867,1
"1549","DISTRICT OF COLUMBIA",2007,"Wind",0,0,0,14500,21053.96731,0.0359,1
"1550","DISTRICT OF COLUMBIA",2008,"Severe Storm/Thunder Storm",0,0,0,37500,52436.58646,0.08886,1
"1551","DISTRICT OF COLUMBIA",2008,"Wind",0,0,0,40500,56631.51338,0.09597,1
"1552","DISTRICT OF COLUMBIA",2010,"Severe Storm/Thunder Storm",0,0,0,45000,62129.47707,0.10268,1
"1553","DISTRICT OF COLUMBIA",2010,"Wind",0,0,0,45000,62129.47707,0.10268,1
"1554","DISTRICT OF COLUMBIA",2010,"Winter Weather",0,0,0,5000,6903.27523,0.01141,2
"1555","DISTRICT OF COLUMBIA",2011,"Earthquake",0,0,0,9.26e+08,1239365641.65848,2000.26088,1
"1556","DISTRICT OF COLUMBIA",2011,"Flooding",0,0,0,0,0,0,1
"1557","DISTRICT OF COLUMBIA",2011,"Hurricane/Tropical Storm",0,0,0,2400000,3212178.76888,5.18426,2
"1558","DISTRICT OF COLUMBIA",2011,"Severe Storm/Thunder Storm",0,0,0,3000,4015.22346,0.00648,1
"1559","DISTRICT OF COLUMBIA",2011,"Wind",0,0,0,9000,12045.67038,0.01944,1
"1560","DISTRICT OF COLUMBIA",2011,"Winter Weather",0,0,0,0,0,0,1
"1561","DISTRICT OF COLUMBIA",2012,"Severe Storm/Thunder Storm",0,0,0,39000,51139.59665,0.08057,1
