StateName,Year,Hazard,CropDmg,CropDmg(ADJ 2023),CropDmgPerCapita,Crop_Damage_Duration,PropertyDmg,PropertyDmg(ADJ 2023),PropertyDmgPerCapita,Property_Damage_Duration,Duration_Days,Records
CONNECTICUT,2008,Hail,0.00000,0.00000,0.00000,0,500.00000,699.15449,0.00263,1,1,1
CONNECTICUT,2008,Hurricane/Tropical Storm,0.00000,0.00000,0.00000,0,32000.00000,44745.88711,0.13564,2,2,8
CONNECTICUT,2008,Lightning,0.00000,0.00000,0.00000,0,154500.00000,216038.73621,0.44324,1,1,14
CONNECTICUT,2008,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,354250.00000,495350.95342,1.69019,1,1,86
CONNECTICUT,2008,Wind,0.00000,0.00000,0.00000,0,317450.00000,443893.18324,1.23883,1,1,96
CONNECTICUT,2008,Winter Weather,0.00000,0.00000,0.00000,0,73000.00000,102076.55497,0.47495,1,1,3
CONNECTICUT,2009,Flooding,0.00000,0.00000,0.00000,0,130000.00000,182429.20877,0.88415,1,1,3
CONNECTICUT,2009,Hail,0.00000,0.00000,0.00000,0,50000.00000,70165.08030,0.07975,1,1,1
CONNECTICUT,2009,Lightning,0.00000,0.00000,0.00000,0,129000.00000,181025.90716,0.32406,1,1,13
CONNECTICUT,2009,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,775750.00000,1088611.22078,1.73234,1,1,90
CONNECTICUT,2009,Tornado,0.00000,0.00000,0.00000,0,770000.00000,1080542.23654,1.22834,1,1,3
CONNECTICUT,2009,Wind,0.00000,0.00000,0.00000,0,786750.00000,1104047.53844,1.80087,1,1,98
CONNECTICUT,2009,Winter Weather,0.00000,0.00000,0.00000,0,35000.00000,49115.55621,0.09448,1,2,6
CONNECTICUT,2010,Flooding,0.00000,0.00000,0.00000,0,10990000.00000,15173398.95554,41.90637,3,3,17
CONNECTICUT,2010,Lightning,0.00000,0.00000,0.00000,0,232500.00000,321002.29820,1.92413,1,1,14
CONNECTICUT,2010,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,2327800.00000,3213888.81608,4.78170,1,1,107
CONNECTICUT,2010,Tornado,0.00000,0.00000,0.00000,0,3784000.00000,5224398.69406,5.81535,1,1,4
CONNECTICUT,2010,Wind,0.00000,0.00000,0.00000,0,5589300.00000,7716895.24861,11.40223,2,2,137
CONNECTICUT,2010,Winter Weather,0.00000,0.00000,0.00000,0,50000.00000,69032.75230,0.07711,2,2,1
CONNECTICUT,2011,Flooding,0.00000,0.00000,0.00000,0,9518000.00000,12738965.63424,15.90264,4,4,8
CONNECTICUT,2011,Hail,0.00000,0.00000,0.00000,0,5000.00000,6692.03910,0.00721,1,1,1
CONNECTICUT,2011,Hurricane/Tropical Storm,0.00000,0.00000,0.00000,0,120000000.00000,160608938.44386,862.07535,1,1,8
CONNECTICUT,2011,Landslide,0.00000,0.00000,0.00000,0,99.00000,132.50237,0.00015,1,1,1
CONNECTICUT,2011,Lightning,0.00000,0.00000,0.00000,0,69000.00000,92350.13961,0.43150,1,1,7
CONNECTICUT,2011,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,327875.00000,438830.46410,1.20293,1,1,67
CONNECTICUT,2011,Wind,0.00000,0.00000,0.00000,0,390875.00000,523150.15679,1.47149,1,1,70
CONNECTICUT,2011,Winter Weather,0.00000,0.00000,0.00000,0,18473000.00000,24724407.66561,60.61389,3,3,10
CONNECTICUT,2012,Flooding,0.00000,0.00000,0.00000,0,35000.00000,45894.50982,0.23033,1,1,2
CONNECTICUT,2012,Hail,0.00000,0.00000,0.00000,0,5000.00000,6556.35855,0.00758,1,1,1
CONNECTICUT,2012,Lightning,0.00000,0.00000,0.00000,0,21000.00000,27536.70589,0.10177,1,1,5
CONNECTICUT,2012,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,320250.00000,419934.76481,1.40419,1,1,72
CONNECTICUT,2012,Wind,0.00000,0.00000,0.00000,0,6639250.00000,8705860.69407,25.51282,2,2,87
CONNECTICUT,2013,Flooding,0.00000,0.00000,0.00000,0,53000.00000,68494.12612,0.21968,1,1,4
CONNECTICUT,2013,Lightning,0.00000,0.00000,0.00000,0,8000.00000,10338.73602,0.03035,1,1,3
CONNECTICUT,2013,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,140750.00000,181897.13683,0.79729,1,1,48
CONNECTICUT,2013,Tornado,0.00000,0.00000,0.00000,0,5075000.00000,6558635.66180,7.65959,1,1,3
CONNECTICUT,2013,Wind,0.00000,0.00000,0.00000,0,480750.00000,621293.41762,1.93441,1,1,62
CONNECTICUT,2014,Hail,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
CONNECTICUT,2014,Lightning,0.00000,0.00000,0.00000,0,57000.00000,72487.60923,0.08027,1,1,3
CONNECTICUT,2014,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,121000.00000,153877.20556,0.64650,1,1,32
CONNECTICUT,2014,Tornado,0.00000,0.00000,0.00000,0,25000.00000,31792.81107,0.03684,1,1,1
CONNECTICUT,2014,Wind,0.00000,0.00000,0.00000,0,311000.00000,395502.56967,1.18606,2,2,44
CONNECTICUT,2015,Lightning,0.00000,0.00000,0.00000,0,1105000.00000,1403576.23342,7.62262,1,1,3
CONNECTICUT,2015,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,128000.00000,162586.20622,0.32257,1,1,34
CONNECTICUT,2015,Wind,0.00000,0.00000,0.00000,0,268000.00000,340414.86928,0.88922,2,2,45
CONNECTICUT,2015,Winter Weather,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
CONNECTICUT,2016,Flooding,0.00000,0.00000,0.00000,0,105000.00000,129356.69311,1.11464,1,1,2
CONNECTICUT,2016,Lightning,0.00000,0.00000,0.00000,0,93000.00000,114573.07104,0.53461,1,1,13
CONNECTICUT,2016,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,428375.00000,527744.50869,2.21718,1,1,75
CONNECTICUT,2016,Tornado,0.00000,0.00000,0.00000,0,15000.00000,18479.52759,0.02154,1,1,1
CONNECTICUT,2016,Wind,0.00000,0.00000,0.00000,0,1057675.00000,1303022.28943,4.05120,2,2,95
CONNECTICUT,2016,Winter Weather,0.00000,0.00000,0.00000,0,50000.00000,61598.42529,0.53078,1,1,1
CONNECTICUT,2017,Flooding,2000.00000,2413.95587,0.01328,1,16000.00000,19311.64698,0.05337,1,1,3
CONNECTICUT,2017,Lightning,0.00000,0.00000,0.00000,0,46000.00000,55520.98505,0.30533,1,1,7
CONNECTICUT,2017,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,49625.00000,59896.28007,0.13688,1,1,21
CONNECTICUT,2017,Wind,4000.00000,4827.91174,0.02657,1,1333125.00000,1609052.46089,3.11480,2,2,58
CONNECTICUT,2018,Flooding,0.00000,0.00000,0.00000,0,140000.00000,167850.42369,1.30076,2,2,4
CONNECTICUT,2018,Hail,0.00000,0.00000,0.00000,0,70000.00000,83925.21184,0.09401,1,1,1
CONNECTICUT,2018,Lightning,0.00000,0.00000,0.00000,0,18000.00000,21580.76876,0.02287,1,1,3
CONNECTICUT,2018,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,3149250.00000,3775735.33425,5.49394,1,1,74
CONNECTICUT,2018,Tornado,0.00000,0.00000,0.00000,0,333000.00000,399244.22205,0.89899,1,1,6
CONNECTICUT,2018,Wind,0.00000,0.00000,0.00000,0,4027350.00000,4828517.17025,7.90937,2,2,95
CONNECTICUT,2018,Winter Weather,0.00000,0.00000,0.00000,0,207000.00000,248178.84074,0.98865,2,2,5
CONNECTICUT,2019,Flooding,0.00000,0.00000,0.00000,0,46000.00000,53438.26313,0.12861,4,4,9
CONNECTICUT,2019,Lightning,0.00000,0.00000,0.00000,0,17000.00000,19748.92333,0.07311,1,1,3
CONNECTICUT,2019,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,61250.00000,71154.20906,0.12211,1,1,50
CONNECTICUT,2019,Tornado,0.00000,0.00000,0.00000,0,25000.00000,29042.53431,0.19269,1,1,1
CONNECTICUT,2019,Wind,0.00000,0.00000,0.00000,0,650750.00000,755977.16810,1.65761,2,2,82
CONNECTICUT,2019,Winter Weather,0.00000,0.00000,0.00000,0,3000.00000,3485.10412,0.01419,2,2,5
CONNECTICUT,2020,Flooding,0.00000,0.00000,,0,60000.00000,68913.59598,,1,1,1
CONNECTICUT,2020,Hurricane/Tropical Storm,0.00000,0.00000,,0,54332000.00000,62403558.28288,,1,1,11
CONNECTICUT,2020,Lightning,0.00000,0.00000,,0,7500.00000,8614.19950,,1,1,4
CONNECTICUT,2020,Severe Storm/Thunder Storm,500.00000,574.27997,,1,145850.00000,167517.46624,,1,1,71
CONNECTICUT,2020,Tornado,0.00000,0.00000,,0,515000.00000,591508.36552,,1,1,2
CONNECTICUT,2020,Wind,500.00000,574.27997,,1,1337950.00000,1536715.76243,,1,1,98
CONNECTICUT,2020,Winter Weather,0.00000,0.00000,,0,700.00000,803.99195,,1,1,1
CONNECTICUT,2021,Flooding,0.00000,0.00000,,0,7050510.00000,8063632.34939,,1,1,27
CONNECTICUT,2021,Hurricane/Tropical Storm,0.00000,0.00000,,0,5800.00000,6633.43044,,1,1,4
CONNECTICUT,2021,Severe Storm/Thunder Storm,0.00000,0.00000,,0,121450.00000,138901.74595,,1,1,76
CONNECTICUT,2021,Tornado,5000.00000,5718.47451,,1,390500.00000,446612.85956,,1,1,8
CONNECTICUT,2021,Wind,3000.00000,3431.08471,,2,144550.00000,165321.09820,,2,2,83
CONNECTICUT,2022,Lightning,0.00000,0.00000,,0,7000.00000,7448.71029,,1,1,1
CONNECTICUT,2022,Severe Storm/Thunder Storm,0.00000,0.00000,,0,83550.00000,88905.67777,,1,1,34
CONNECTICUT,2022,Wind,0.00000,0.00000,,0,94950.00000,101036.43453,,2,2,42
CONNECTICUT,2023,Flooding,0.00000,0.00000,,0,1820000.00000,1820000.00000,,4,4,19
CONNECTICUT,2023,Lightning,0.00000,0.00000,,0,7000.00000,7000.00000,,1,1,1
CONNECTICUT,2023,Severe Storm/Thunder Storm,0.00000,0.00000,,0,87300.00000,87300.00000,,1,1,69
CONNECTICUT,2023,Tornado,0.00000,0.00000,,0,36000.00000,36000.00000,,1,1,2
CONNECTICUT,2023,Wind,2000.00000,2000.00000,,1,87300.00000,87300.00000,,1,1,70
CONNECTICUT,2023,Winter Weather,0.00000,0.00000,,0,3000.00000,3000.00000,,2,2,1
DELAWARE,2000,Lightning,0.00000,0.00000,0.00000,0,116000.00000,202804.72432,0.52606,1,1,3
DELAWARE,2000,Wind,0.00000,0.00000,0.00000,0,50000.00000,87415.82945,0.55541,1,1,2
DELAWARE,2000,Winter Weather,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,2,3
DELAWARE,2001,Coastal,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,5,4
DELAWARE,2001,Flooding,0.00000,0.00000,0.00000,0,1100000.00000,1869938.61209,11.66998,2,2,1
DELAWARE,2001,Lightning,0.00000,0.00000,0.00000,0,528000.00000,897570.53380,5.57985,1,1,7
DELAWARE,2002,Coastal,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2002,Hail,0.00000,0.00000,0.00000,0,100000.00000,167348.59178,1.27454,1,1,1
DELAWARE,2002,Lightning,0.00000,0.00000,0.00000,0,315000.00000,527148.06410,2.87314,1,1,3
DELAWARE,2002,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,50000.00000,83674.29589,0.51109,1,1,1
DELAWARE,2002,Wind,0.00000,0.00000,0.00000,0,50000.00000,83674.29589,0.51109,1,1,1
DELAWARE,2003,Flooding,0.00000,0.00000,0.00000,0,17100000.00000,27978956.50406,61.11148,2,2,3
DELAWARE,2003,Hurricane/Tropical Storm,0.00000,0.00000,0.00000,0,17750000.00000,29042484.09047,193.83183,2,2,3
DELAWARE,2003,Lightning,0.00000,0.00000,0.00000,0,1210000.00000,1979797.50701,10.90473,1,1,9
DELAWARE,2003,Wind,0.00000,0.00000,0.00000,0,10123200.00000,16563542.25040,33.60544,2,2,35
DELAWARE,2003,Winter Weather,0.00000,0.00000,0.00000,0,4400000.00000,7199263.66186,37.54959,2,2,4
DELAWARE,2004,Coastal,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,2,1
DELAWARE,2004,Flooding,0.00000,0.00000,0.00000,0,625000.00000,996096.20398,7.19816,2,2,2
DELAWARE,2004,Lightning,0.00000,0.00000,0.00000,0,652000.00000,1039127.55999,2.86909,1,1,9
DELAWARE,2004,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,37500.00000,59765.77224,0.11563,1,1,1
DELAWARE,2004,Tornado,0.00000,0.00000,0.00000,0,1000000.00000,1593753.92636,3.08337,1,1,1
DELAWARE,2004,Wind,0.00000,0.00000,0.00000,0,154500.00000,246234.98162,0.78847,2,2,19
DELAWARE,2005,Coastal,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,2,1
DELAWARE,2005,Lightning,0.00000,0.00000,0.00000,0,208000.00000,320637.50255,1.54019,1,1,6
DELAWARE,2005,Wind,0.00000,0.00000,0.00000,0,85000.00000,131029.74864,0.73279,1,1,18
DELAWARE,2006,Coastal,0.00000,0.00000,0.00000,0,100000.00000,149335.37542,0.82731,5,5,2
DELAWARE,2006,Flooding,0.00000,0.00000,0.00000,0,1000000.00000,1493353.75425,8.27306,1,1,1
DELAWARE,2006,Heat,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,3,2
DELAWARE,2006,Lightning,0.00000,0.00000,0.00000,0,203000.00000,303150.81211,1.13686,1,1,4
DELAWARE,2006,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,3000.00000,4480.06126,0.00854,1,1,1
DELAWARE,2006,Wildfire,0.00000,0.00000,0.00000,0,5000.00000,7466.76877,0.04137,1,1,2
DELAWARE,2006,Wind,0.00000,0.00000,0.00000,0,980000.00000,1463486.67916,7.82347,2,2,66
DELAWARE,2007,Lightning,0.00000,0.00000,0.00000,0,1006000.00000,1460709.73220,6.87044,1,1,9
DELAWARE,2007,Wind,0.00000,0.00000,0.00000,0,72000.00000,104543.83769,0.41214,2,2,41
DELAWARE,2007,Winter Weather,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,2,7
DELAWARE,2008,Coastal,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,6,1
DELAWARE,2008,Lightning,0.00000,0.00000,0.00000,0,545000.00000,762078.38987,1.52843,1,1,8
DELAWARE,2008,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,227500.00000,318115.29118,1.44030,1,1,5
DELAWARE,2008,Wind,0.00000,0.00000,0.00000,0,684000.00000,956443.33701,4.59057,2,2,47
DELAWARE,2008,Winter Weather,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2009,Coastal,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,4,1
DELAWARE,2009,Flooding,0.00000,0.00000,0.00000,0,45000000.00000,63148572.26554,327.62415,3,3,3
DELAWARE,2009,Hail,300000.00000,420990.48177,2.18416,1,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2009,Lightning,0.00000,0.00000,0.00000,0,429500.00000,602718.03973,2.49542,1,1,8
DELAWARE,2009,Severe Storm/Thunder Storm,100000.00000,140330.16059,0.80884,1,525000.00000,736733.34310,2.23795,1,1,5
DELAWARE,2009,Wind,100000.00000,140330.16059,0.80884,1,979000.00000,1373832.27218,5.41003,2,2,57
DELAWARE,2009,Winter Weather,0.00000,0.00000,0.00000,0,100000.00000,140330.16059,0.57605,2,2,5
DELAWARE,2010,Flooding,0.00000,0.00000,0.00000,0,655000.00000,904329.05513,1.67857,1,1,3
DELAWARE,2010,Lightning,0.00000,0.00000,0.00000,0,5000.00000,6903.27523,0.03488,1,1,1
DELAWARE,2010,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,23000.00000,31755.06606,0.09070,1,1,4
DELAWARE,2010,Wind,0.00000,0.00000,0.00000,0,161000.00000,222285.46241,0.91197,2,2,36
DELAWARE,2010,Winter Weather,0.00000,0.00000,0.00000,0,8800000.00000,12149764.40480,50.84634,3,3,6
DELAWARE,2011,Flooding,0.00000,0.00000,0.00000,0,100000.00000,133840.78204,0.24700,2,2,2
DELAWARE,2011,Heat,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,2,2
DELAWARE,2011,Lightning,0.00000,0.00000,0.00000,0,363000.00000,485842.03879,2.66814,1,1,8
DELAWARE,2011,Severe Storm/Thunder Storm,500.00000,669.20391,0.00334,1,232500.00000,311179.81823,0.66561,1,1,8
DELAWARE,2011,Wind,500.00000,669.20391,0.00334,1,669500.00000,896064.03573,2.71125,3,3,64
DELAWARE,2012,Flooding,0.00000,0.00000,0.00000,0,5100000.00000,6687485.71597,24.58438,2,2,6
DELAWARE,2012,Lightning,0.00000,0.00000,0.00000,0,435000.00000,570403.19342,2.70804,1,1,9
DELAWARE,2012,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,319000.00000,418295.67518,1.66861,2,2,14
DELAWARE,2012,Tornado,0.00000,0.00000,0.00000,0,100000.00000,131127.17090,0.78384,1,1,1
DELAWARE,2012,Wind,0.00000,0.00000,0.00000,0,1471000.00000,1928880.68396,7.16330,2,2,82
DELAWARE,2013,Flooding,0.00000,0.00000,0.00000,0,150000.00000,193851.30035,0.97447,2,2,4
DELAWARE,2013,Heat,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,6,1
DELAWARE,2013,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,55000.00000,71078.81013,0.12962,1,1,5
DELAWARE,2013,Wind,0.00000,0.00000,0.00000,0,205000.00000,264930.11048,0.94068,2,2,34
DELAWARE,2014,Coastal,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2014,Heat,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,2,1
DELAWARE,2014,Lightning,0.00000,0.00000,0.00000,0,10000.00000,12717.12443,0.02309,1,1,1
DELAWARE,2014,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,71000.00000,90291.58343,0.29673,1,1,9
DELAWARE,2014,Tornado,0.00000,0.00000,0.00000,0,150000.00000,190756.86640,1.11256,1,1,1
DELAWARE,2014,Wind,0.00000,0.00000,0.00000,0,184000.00000,233995.08945,0.85577,2,2,40
DELAWARE,2015,Coastal,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2015,Flooding,0.00000,0.00000,0.00000,0,12000.00000,15242.45683,0.07244,2,2,3
DELAWARE,2015,Lightning,0.00000,0.00000,0.00000,0,35000.00000,44457.16576,0.09842,1,1,2
DELAWARE,2015,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,70000.00000,88914.33153,0.16059,1,1,3
DELAWARE,2015,Tornado,0.00000,0.00000,0.00000,0,200000.00000,254040.94723,0.45884,1,1,1
DELAWARE,2015,Wind,0.00000,0.00000,0.00000,0,228500.00000,290241.78220,1.02018,3,3,36
DELAWARE,2016,Coastal,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,3
DELAWARE,2016,Heat,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,2
DELAWARE,2016,Lightning,0.00000,0.00000,0.00000,0,24030.00000,29604.20320,0.05330,1,1,6
DELAWARE,2016,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,3000.00000,3695.90552,0.01515,1,1,3
DELAWARE,2016,Wind,0.00000,0.00000,0.00000,0,8000.00000,9855.74805,0.02625,1,1,4
DELAWARE,2016,Winter Weather,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2017,Coastal,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,2
DELAWARE,2017,Lightning,0.00000,0.00000,0.00000,0,10.00000,12.06978,0.00005,1,1,1
DELAWARE,2017,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2017,Wind,0.00000,0.00000,0.00000,0,50.00000,60.34890,0.00016,1,1,6
DELAWARE,2019,Lightning,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2019,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2019,Tornado,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2019,Wind,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2021,Flooding,0.00000,0.00000,0.00000,0,3600000.00000,4117301.65021,7.19771,1,1,1
DELAWARE,2021,Lightning,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2021,Wind,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2022,Lightning,0.00000,0.00000,0.00000,0,1000.00000,1064.10147,0.00415,1,1,1
DELAWARE,2022,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2022,Wind,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2023,Coastal,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2023,Lightning,0.00000,0.00000,0.00000,0,10000.00000,10000.00000,0.01728,1,1,1
DELAWARE,2023,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,10000.00000,10000.00000,0.01728,1,1,1
DELAWARE,2023,Tornado,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DELAWARE,2023,Wind,0.00000,0.00000,0.00000,0,10000.00000,10000.00000,0.01728,1,1,1
DISTRICT OF COLUMBIA,2000,Heat,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,4,1
DISTRICT OF COLUMBIA,2000,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,511250.00000,893826.85613,1.56333,1,1,4
DISTRICT OF COLUMBIA,2000,Wind,0.00000,0.00000,0.00000,0,531250.00000,928793.18791,1.62449,1,1,7
DISTRICT OF COLUMBIA,2001,Flooding,0.00000,0.00000,0.00000,0,6000000.00000,10199665.15685,17.64520,1,1,1
DISTRICT OF COLUMBIA,2001,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,3500.00000,5949.80467,0.01029,1,1,2
DISTRICT OF COLUMBIA,2001,Tornado,0.00000,0.00000,0.00000,0,2000.00000,3399.88839,0.00588,1,1,1
DISTRICT OF COLUMBIA,2001,Wind,0.00000,0.00000,0.00000,0,43500.00000,73947.57239,0.12793,1,1,3
DISTRICT OF COLUMBIA,2002,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,293750.00000,491586.48835,0.84817,1,1,9
DISTRICT OF COLUMBIA,2002,Wind,0.00000,0.00000,0.00000,0,293750.00000,491586.48835,0.84817,1,1,10
DISTRICT OF COLUMBIA,2002,Winter Weather,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DISTRICT OF COLUMBIA,2003,Hurricane/Tropical Storm,0.00000,0.00000,0.00000,0,125000000.00000,204524535.84837,353.98525,2,2,1
DISTRICT OF COLUMBIA,2003,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,316500.00000,517856.12477,0.89629,1,1,7
DISTRICT OF COLUMBIA,2003,Wind,0.00000,0.00000,0.00000,0,326650.00000,534463.51708,0.92503,1,1,11
DISTRICT OF COLUMBIA,2004,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,500.00000,796.87696,0.00137,1,1,1
DISTRICT OF COLUMBIA,2004,Wind,0.00000,0.00000,0.00000,0,500.00000,796.87696,0.00137,1,1,1
DISTRICT OF COLUMBIA,2005,Wind,0.00000,0.00000,0.00000,0,50000.00000,77076.32273,0.13242,1,1,2
DISTRICT OF COLUMBIA,2006,Flooding,0.00000,0.00000,0.00000,0,10000000.00000,14933537.54249,25.57209,3,3,1
DISTRICT OF COLUMBIA,2006,Heat,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,3,1
DISTRICT OF COLUMBIA,2006,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,113500.00000,169495.65111,0.29024,1,1,3
DISTRICT OF COLUMBIA,2006,Wind,0.00000,0.00000,0.00000,0,413500.00000,617501.77738,1.05741,1,1,7
DISTRICT OF COLUMBIA,2006,Winter Weather,0.00000,0.00000,0.00000,0,25000.00000,37333.84386,0.06393,1,1,1
DISTRICT OF COLUMBIA,2007,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,3500.00000,5081.99211,0.00867,1,1,4
DISTRICT OF COLUMBIA,2007,Wind,0.00000,0.00000,0.00000,0,14500.00000,21053.96731,0.03590,1,1,6
DISTRICT OF COLUMBIA,2008,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,37500.00000,52436.58646,0.08886,1,1,13
DISTRICT OF COLUMBIA,2008,Wind,0.00000,0.00000,0.00000,0,40500.00000,56631.51338,0.09597,1,1,14
DISTRICT OF COLUMBIA,2010,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,45000.00000,62129.47707,0.10268,1,1,16
DISTRICT OF COLUMBIA,2010,Wind,0.00000,0.00000,0.00000,0,45000.00000,62129.47707,0.10268,1,1,16
DISTRICT OF COLUMBIA,2010,Winter Weather,0.00000,0.00000,0.00000,0,5000.00000,6903.27523,0.01141,2,2,1
DISTRICT OF COLUMBIA,2011,Earthquake,0.00000,0.00000,0.00000,0,926000000.00000,1239365641.65848,2000.26088,1,1,1
DISTRICT OF COLUMBIA,2011,Flooding,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DISTRICT OF COLUMBIA,2011,Hurricane/Tropical Storm,0.00000,0.00000,0.00000,0,2400000.00000,3212178.76888,5.18426,2,2,1
DISTRICT OF COLUMBIA,2011,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,3000.00000,4015.22346,0.00648,1,1,2
DISTRICT OF COLUMBIA,2011,Wind,0.00000,0.00000,0.00000,0,9000.00000,12045.67038,0.01944,1,1,4
DISTRICT OF COLUMBIA,2011,Winter Weather,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0,1,1
DISTRICT OF COLUMBIA,2012,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,39000.00000,51139.59665,0.08057,1,1,20
DISTRICT OF COLUMBIA,2012,Wind,20000.00000,26225.43418,0.04132,1,39000.00000,51139.59665,0.08057,1,1,21
DISTRICT OF COLUMBIA,2013,Severe Storm/Thunder Storm,1250.00000,1615.42750,0.00248,1,1000.00000,1292.34200,0.00199,1,1,6
DISTRICT OF COLUMBIA,2013,Wind,1250.00000,1615.42750,0.00248,1,1000.00000,1292.34200,0.00199,1,1,6
DISTRICT OF COLUMBIA,2014,Severe Storm/Thunder Storm,1750.00000,2225.49677,0.00336,1,3000.00000,3815.13733,0.00576,1,1,11
DISTRICT OF COLUMBIA,2014,Wind,1750.00000,2225.49677,0.00336,1,3000.00000,3815.13733,0.00576,1,1,11
DISTRICT OF COLUMBIA,2015,Severe Storm/Thunder Storm,0.00000,0.00000,0.00000,0,6500.00000,8256.33078,0.01223,1,1,10
DISTRICT OF COLUMBIA,2015,Wind,0.00000,0.00000,0.00000,0,6500.00000,8256.33078,0.01223,1,1,10
